"sample_id" "date" "time" "lat" "lon" "depth_min" "depth_max" "sample_volconc" "total_biomass_ug_m3" "Actinopterygii" "Amphipoda" "Anguilliformes" "Annelida" "Appendicularia" "Bryozoa" "Calanoida" "calyptopsis<Euphausiacea" "Cephalopoda" "Chaetognatha" "Cirripedia" "Cnidaria<Metazoa" "Corycaeidae" "Decapoda" "egg<Actinopterygii" "egg<other" "Eucalanidae" "Euphausiacea" "Gastropoda" "gelatinous" "Limacina" "Luciferidae" "Macrosetella" "multiple<other" "Myctophidae" "nauplii<Copepoda" "Oithonidae" "Ostracoda" "part<Crustacea" "Sapphirina" "scale" "Siphonophorae" "Thaliacea" "Thecosomata" "Unknowns" "zoea<Decapoda"
"21" "2019_pos536_bongo30r_lrg" 2019-09-04 "10:09" 33 -33 0 300 145122.165 794.474535745882 11.6372664695245 8.06956086108081 0 8.03583965567457 0 0 166.746360757875 0 11.1573686202019 197.006377815052 29.9753487650037 4.28338817197771 0 0 0 2.89011226576358 0 167.409134948372 0 8.97866771002554 0 0 0 67.4562210994639 0 0 0 2.87919556549705 19.3763784109921 57.352523903421 0 29.2318696851818 0 1.98892104077467 0 0
"22" "2019_pos536_bongo3l_lrg" 2019-08-20 "07:00" 33.2625 -34.5648333333333 0 100 232848.27 2298.35028359741 24.9670830880085 168.467290977384 0 0 0.976353541820118 0 576.608940484151 0 0 48.006281641732 79.3562934841477 0 2.07216910259286 6.40254837219052 0 0 0 674.61215831504 0 159.423724865169 0 0 0 116.878582526549 285.301636266463 0 0 6.72918523413291 19.4548789022936 5.67284900153317 0.133466160064747 56.4313392524328 44.3821494370771 22.4733529446256 0 0
"23" "2019_pos536_bongo4l_lrg" 2019-08-23 "02:27" 33.15085 -39.9981666666667 0 100 49787.055 24395.8405109541 20.9829327803817 63.7463107491391 0 0 0 0 1269.73568232722 0 38.6654492014805 76.0581928523236 1502.61947700917 16.3721872669511 4.4798654058248 67.9376071639618 0 3.18470768738801 0 4023.51725179878 4.7063506538629 467.632588688441 1.17612688469676 69.2347365670293 0 15835.7326578857 0 2.98038063553515 0 177.814530974647 172.284271317661 243.532211717887 0 323.649975214115 0 0 9.79701617188462 0
"24" "2019_pos536_bongo5l_lrg" 2019-08-23 "03:23" 33.1493333333333 -39.9995 0 100 155889.225 10499.3318908696 124.655329022054 9.70632021324306 0 13.8828039611227 0 0.735196867986468 781.655029990854 1.1949981953753 300.15271565149 113.167296035337 50.8598006224836 0.167403006339326 1.56894583446912 240.90720048272 1.67429572078073 0.518352341004938 0 2684.91946354077 0 4.11295244144054 5.04326666459986 11.4997118029685 0 4665.8315341037 1160.91827264856 0 0 36.0506692981519 54.1877533507711 84.6385714903384 0 32.486234924856 111.973243657253 3.53236644793182 3.29216255299974 0
"25" "2019_pos536_bongo6l_lrg" 2019-08-23 "04:29" 33.1498333333333 -39.9985 0 300 288527.535 2515.10415422817 7.39198492773845 8.96014457843333 0 0.48821941513679 0.659425158539487 0 331.168134574255 1.14818151623629 0 61.4160940117034 18.0456992921727 0 0.954248330973598 0 0 0.817035267917002 0 357.733419517509 0 8.02420510932716 0.124821265725087 0 0 1538.33723865746 0 0 0 17.5308595757552 9.26646606529542 42.6890103867621 0 5.08421656301643 103.745747123775 1.20260903321276 0.316393857226528 0
"26" "2019_pos536_bongo7l_lrg" 2019-08-24 "23:56" 34.6276666666667 -39.381 0 10 131309.080714286 4203.86989852399 330.301333948956 43.1015215004291 658.74877878677 0 1.40529732842116 0 225.071169834408 0 2.67737448068439 16.6638916055858 192.1464064902 4.14391051569946 0 128.495100874742 1.56604997517849 0 0 1535.59131285706 8.98289211762381 663.522526479956 0.981129777546486 67.3211971059237 0 101.176936132007 0 0 0 46.3650685154723 14.7744886659029 10.582462189432 1.54420179129257 148.706847550699 0 0 0 0
"27" "2019_pos536_bongo8r_lrg" 2019-08-25 "01:04" 34.6423333333333 -39.4648333333333 0 100 122973.39 25385.1128370414 870.89237212865 156.257004930544 15553.9524657447 1.63306992892869 0 0 2377.44194751703 0 0 133.138741016433 181.63390863142 0 0 0 1.94765125455698 0 0 2125.84709585923 0 354.378766334927 0 0 0 1687.4869328417 1483.98952035959 0 0 73.8059663307289 23.0111724643801 59.7770487349235 0 243.790829328483 49.1807902818492 1.11754135208759 2.32269631906798 3.50731568215128
"28" "2019_pos536_bongo9r_lrg" 2019-08-25 "10:09" 34 -39 0 300 367288.155 38728.2492360633 90.5471417637402 32.3611515861716 0 8.17475349772085 0.304558219373827 0 605.775368119546 0.660463555308516 2.16934613241232 83.4228726597804 13.6383015204791 10.6352564512866 1.91505106157226 1490.23252241699 0 1.69762203942749 0 389.071382198865 0 216.011723243357 0.23153276497248 21.204703817693 0 35035.056279121 0 0 0.148593329674962 30.4766264989903 22.529520486505 13.5996891226302 3.12449363570739 37.6483367848949 604.195450713686 12.5581296979789 0 0.858365623489423
"29" "2020_so279_bongo16a_lrg" 2020-12-22 "05:23" 33.2351666666667 -33.8108166666667 0 220 235599 6680.81842975642 80.2029724551696 31.4071071137099 0 5.65165582954048 0 0 536.729389202909 0.0936569478436571 60.1584689552986 77.8986069936048 0 12.5677014588643 0 0 1.91161631107829 0.196403881962015 0 146.52602514856 0 63.9713416425123 0 59.4080163535045 0 5369.55672795736 0 0 0 1.29079976468382 1.94887136225093 5.6040132824938 0 129.529343828977 96.1657112660953 0 0 0
"30" "2020_so279_bongo17a_lrg" 2020-12-22 "07:02" 33.2880333333333 -33.8242666666667 0 6 73269 1815.74998822615 76.5263230799942 46.0989240940053 0 70.5439924325958 0 0 145.477611046836 0 0 247.235418208031 0 1.02435537523717 2.15734846626633 208.83430233044 0 0 0 148.522278529737 0 117.698697507764 0 429.004311536831 0 67.7650494145367 0 0 0 0.256640983721045 158.530329445597 4.20444545411522 0 27.3064494002737 61.6864272622788 2.87708365789078 0 0
"31" "2020_so279_bongo18a_lrg" 2020-12-22 "07:41" 33.3073 -33.8285333333333 0 80 126357 2119.12556600001 49.4733446104758 89.8956355290332 0 10.5300819914806 0.530394411869006 0 210.272477610543 0 162.909349669082 163.603013334547 1.14305873537762 6.60471120411362 3.2307226924117 53.5250904078282 0 4.55580662244415 0 213.467755678046 0 164.171101221176 0 93.7664591095536 0 648.494213805988 0 0 0 4.5389281813111 8.4410036983934 7.78743171707385 0 128.544706370368 90.0550503336788 0 3.58522906521261 0
"32" "2020_so279_bongo1a_lrg" 2020-12-17 "04:03" 31.2732666666667 -29.5420166666667 0 5 89239.5 12804.9453130274 724.015002607047 77.2817885571668 0 30.8120131558457 0 0 2848.14484231172 0 0 96.2540334967724 0 65.1009364000416 0.254806590728027 227.606822532076 0 0.303664773984129 0 1893.07462627551 0 71.1277147396263 44.3597103592322 1276.04394397239 0 4720.00632225287 0 0 0.219602898632163 26.6725852826529 36.4513543146117 1.5433362353252 0 648.74299160132 14.4606472523588 0 2.46856741753109 0
"33" "2020_so279_bongo22a_lrg" 2020-12-28 "01:50" 35.0695 -20.9118666666667 0 300 267487.5 1882.80796441569 36.4416069104918 7.03385030743755 0 17.9548938129798 1.41256455749346 0 368.992516911251 0 0 52.7928320726564 2.90190707621976 236.468922620528 0.149181758652994 1.13988043966096 0.748077565925664 0.413877483418454 0 919.864096161287 0 36.5632139093775 0 3.17970753326867 0 154.757408425865 0 0 0 6.85582743419544 9.99646335864481 12.7481317242944 0 11.5808683331219 0 0 0.812136018924178 0
"34" "2020_so279_bongo24a_lrg" 2020-12-28 "04:28" 35.1222833333333 -20.8416666666667 0 10 735651 699.12207448613 11.0680995534529 0.822166704468401 0 4.22642812793127 0.0320210980166118 0 287.549185323559 0 35.2602942536969 16.4354332549076 0 10.3852849083912 0.0903611262621196 28.8824157329603 0.374188920139489 0.0594585247348264 0 132.322303828146 0 17.3631223606208 0 8.1264872605618 0 95.8875361607788 0 0 0 0.237863926029407 2.90441872559953 10.9626199267217 0 35.3737302300351 0.758654539115904 0 0 0
"35" "2020_so279_bongo2a_lrg" 2020-12-17 "04:53" 31.2953 -29.5526166666667 0 82 133371 3987.27083896972 347.712986625793 173.317329404325 0 13.4053757503335 16.9588093227348 0 982.074947924546 0 0 111.354279746256 0 616.292675089501 1.4421790744449 30.4450713971603 0 0 0 969.029154192694 0 163.712864553147 0 48.0912549516255 0 240.732165095685 0 0 0 16.5123521710301 28.3443354837083 11.2330482321875 0 201.545514287246 15.0664956672994 0 0 0
"36" "2020_so279_bongo3a_lrg" 2020-12-18 "22:30" 31.2444166666667 -33.9264666666667 0 8 75096 2676.98515811261 172.427399982465 11.6967468737342 0 41.9814519837339 4.51444611401607 0 882.552449164742 0.809919725613334 0 85.3738244664968 0 0 0.769299437039294 153.856377124689 4.80278495557498 17.0606852636591 0 536.065077588779 0 366.839119663571 0 52.393701905341 0.382554819964606 25.577005975234 0 0 0 1.08012705866631 163.2489256781 0 0 40.0433104665008 100.330678929261 15.1792709354259 0 0
"37" "2020_so279_bongo4a_lrg" 2020-12-18 "23:10" 31.2599166666667 -33.944 0 122 116529 21567.8279760712 18329.652200513 129.094811841831 0 8.09066137291265 0 0 371.806060540034 0 0 57.628705560526 0 1434.84643139991 3.22231625043749 5.1924394712374 0 0.157828382014861 1.05436341115151 729.376277068997 0 119.959393329064 0 14.5652387214388 0 332.401749488305 0 0 0 2.83468880088705 20.7222857466661 0.603317735936243 0 6.61920643687105 0 0 0 0
"38" "2020_so279_bongo7a_lrg" 2020-12-20 "17:58" 33.2923 -34.4928666666667 0 300 225739.5 1524.28298935451 35.8948527209989 116.102118238584 0 37.6755192068705 0 0 387.583354018921 0 0 62.5260499807818 3.34781694518785 7.61664451010851 4.80818746418959 16.8100753262289 0 1.09034285196618 0 148.91246329628 0 43.2676778870128 0 181.11834644957 0 391.333649960622 0 0 0 2.54724343025959 4.73012130275664 7.96068835601808 0 30.5538202642953 32.9239952555026 7.48002188835349 0 0
"39" "2020_so279_bongo8a_lrg" 2020-12-20 "20:05" 33.24745 -34.4743333333333 0 125 92001 1863.94153526237 7.53390637818105 94.4287872795045 0 17.670619254353 0 0 344.659007646295 0 12.8150019873346 85.0309193158719 0 0 0.44081505998381 1.51441451636171 0 0.511256725035852 0 665.043184657383 0 412.022709993862 0 89.3899846705978 0 29.7291969993981 0 0 0 1.31925768308062 18.9985438364268 7.83922156352937 0 74.9947076951674 0 0 0 0
"40" "2020_so279_bongo9a_lrg" 2020-12-20 "21:08" 33.2238833333333 -34.4715333333333 0 11 59377.5 17986.9439626782 105.031882705421 38.9955691376221 0 104.565249323615 3.98190388960469 0 2369.75672029007 0 0 318.793380697546 0 69.0615187034585 0 232.523372060416 0 54.4025221497163 0 1286.72570409542 0 524.386525868704 0 3336.48410792925 0 8329.61022424131 0 0 0 0 698.80428573304 59.0435593070699 0 192.292170599176 262.485265946765 0 0 0
